id,experiment,particle_type,x,y,z
127,TS_99_9,thyroglobulin,149.8586,422.0741,132.3401
128,TS_99_9,thyroglobulin,234.5,564.75,89.5
129,TS_99_9,thyroglobulin,230.3101,599.8480999999999,89.9873
130,TS_99_9,thyroglobulin,352.57869999999997,18.338,73.3264
131,TS_99_9,thyroglobulin,273.1186,106.36600000000001,23.706200000000003
132,TS_99_9,thyroglobulin,105.4579,304.3832,71.5813
133,TS_99_9,thyroglobulin,43.0,269.0,93.0
134,TS_99_9,thyroglobulin,150.3692,169.80509999999998,28.866699999999998
135,TS_99_9,thyroglobulin,67.6591,83.4773,7.0909
136,TS_99_9,thyroglobulin,49.285700000000006,79.8312,68.6104
137,TS_99_9,thyroglobulin,45.293099999999995,186.6293,29.3448
138,TS_99_9,thyroglobulin,160.4444,69.50789999999999,103.69839999999999
139,TS_99_9,thyroglobulin,262.097,150.497,42.4606
140,TS_99_9,thyroglobulin,257.697,77.46459999999999,64.2323
141,TS_99_9,thyroglobulin,248.7147,425.62209999999993,70.401
142,TS_99_9,thyroglobulin,228.03159999999997,338.0752,79.1189
143,TS_99_9,thyroglobulin,279.0,394.5,79.0
144,TS_99_9,thyroglobulin,111.0308,573.4615,86.2154
145,TS_99_9,thyroglobulin,314.8098,323.4683,95.2634
146,TS_99_9,thyroglobulin,154.1778,408.26300000000003,98.9996
147,TS_99_9,thyroglobulin,126.7073,485.878,106.82929999999999
148,TS_99_9,beta-galactosidase,562.8926,490.4558,59.694500000000005
149,TS_99_9,beta-galactosidase,517.3756000000001,512.478,55.8683
150,TS_99_9,beta-galactosidase,351.01550000000003,19.558,74.3106
151,TS_99_9,beta-galactosidase,536.8571,328.5,92.42859999999999
152,TS_99_9,beta-galactosidase,587.0914,255.59949999999998,40.2796
153,TS_99_9,beta-galactosidase,569.2178,36.376999999999995,82.25059999999999
154,TS_99_9,beta-galactosidase,433.0594,22.770699999999998,23.2155
155,TS_99_9,beta-galactosidase,296.2,108.16669999999999,52.4222
156,TS_99_9,beta-galactosidase,259.59090000000003,76.2727,66.0
157,TS_99_9,beta-galactosidase,218.981,93.2048,51.8571
158,TS_99_9,beta-galactosidase,214.5786,144.99290000000002,28.335700000000003
159,TS_99_9,beta-galactosidase,48.5221,221.27939999999998,52.904399999999995
160,TS_99_9,beta-galactosidase,76.1031,252.7937,65.6812
161,TS_99_9,beta-galactosidase,150.3711,553.2695,112.7148
162,TS_99_9,beta-galactosidase,313.0,343.0,32.5
163,TS_99_9,beta-galactosidase,154.2335,410.22749999999996,97.0
164,TS_99_9,beta-galactosidase,43.0436,576.2282,97.23490000000001
165,TS_99_9,beta-galactosidase,602.8531,181.48399999999998,48.9704
166,TS_99_9,beta-galactosidase,514.2515999999999,112.0644,61.059799999999996
167,TS_99_9,beta-galactosidase,290.75,332.0,58.0
168,TS_99_9,beta-galactosidase,311.2493,277.1804,80.0133
169,TS_99_9,beta-galactosidase,205.8911,392.9241,78.6634
170,TS_99_9,beta-galactosidase,80.7718,459.74899999999997,106.0788
171,TS_99_9,beta-galactosidase,539.0233000000001,561.3953,108.02329999999999
172,TS_99_9,apo-ferritin,607.2464,403.8,71.5679
173,TS_99_9,apo-ferritin,596.7452000000001,422.82129999999995,112.46010000000001
174,TS_99_9,apo-ferritin,584.7622,506.671,67.8893
175,TS_99_9,apo-ferritin,47.2853,563.2618,58.067600000000006
176,TS_99_9,apo-ferritin,56.4507,560.488,67.816
177,TS_99_9,apo-ferritin,89.0414,561.5759,46.769
178,TS_99_9,apo-ferritin,561.3561,67.273,26.5579
179,TS_99_9,apo-ferritin,45.8087,197.2013,76.5906
180,TS_99_9,apo-ferritin,128.4111,175.24110000000002,25.087
181,TS_99_9,apo-ferritin,128.4136,171.3797,36.7525
182,TS_99_9,apo-ferritin,123.31120000000001,205.3458,25.190199999999997
183,TS_99_9,apo-ferritin,119.41069999999999,191.1285,26.717899999999997
184,TS_99_9,apo-ferritin,554.3161,287.9598,40.842
185,TS_99_9,apo-ferritin,548.5217,277.462,41.1413
186,TS_99_9,apo-ferritin,544.8109999999999,348.646,98.55330000000001
187,TS_99_9,apo-ferritin,352.9611,291.9728,38.0389
188,TS_99_9,apo-ferritin,343.8216,301.029,39.792500000000004
189,TS_99_9,apo-ferritin,425.1254,84.56269999999999,72.0143
190,TS_99_9,apo-ferritin,459.20439999999996,132.1788,32.2883
191,TS_99_9,apo-ferritin,425.0071,183.726,31.9929
192,TS_99_9,apo-ferritin,439.51300000000003,189.2857,35.201299999999996
193,TS_99_9,apo-ferritin,367.0295,185.1882,32.8745
194,TS_99_9,apo-ferritin,328.7917,128.628,28.256
195,TS_99_9,apo-ferritin,296.73310000000004,164.6264,31.278100000000002
196,TS_99_9,apo-ferritin,298.7912,172.9794,39.7471
197,TS_99_9,apo-ferritin,65.2,457.4214,41.6571
198,TS_99_9,apo-ferritin,103.2835,450.6417,100.3228
199,TS_99_9,apo-ferritin,110.0435,444.9249,107.8617
200,TS_99_9,apo-ferritin,92.9932,452.4384,91.5137
201,TS_99_9,apo-ferritin,118.92370000000001,488.2468,46.4122
202,TS_99_9,apo-ferritin,164.9873,498.5285,47.3544
203,TS_99_9,apo-ferritin,216.5042,461.7759,84.6807
204,TS_99_9,apo-ferritin,221.59520000000003,469.45020000000005,92.861
205,TS_99_9,apo-ferritin,227.63939999999997,460.82610000000005,80.2558
206,TS_99_9,apo-ferritin,213.73539999999997,343.79380000000003,60.0
207,TS_99_9,apo-ferritin,168.581,381.5229,135.49849999999998
208,TS_5_4,virus-like-particle,62.6933,115.10909999999998,63.7139
209,TS_5_4,virus-like-particle,148.05519999999999,127.898,82.0227
210,TS_5_4,virus-like-particle,125.1324,545.1893,73.56309999999999
211,TS_5_4,virus-like-particle,11.7204,539.3268,92.3733
212,TS_5_4,virus-like-particle,67.2259,303.96500000000003,71.1322
213,TS_5_4,virus-like-particle,262.0699,374.1685,86.58970000000001
214,TS_5_4,virus-like-particle,263.6539,421.49799999999993,96.541
215,TS_5_4,virus-like-particle,313.7396,357.246,37.291399999999996
216,TS_5_4,virus-like-particle,329.4133,302.7464,67.40700000000001
217,TS_5_4,virus-like-particle,299.7686,494.8218,116.9375
218,TS_5_4,virus-like-particle,343.5851,617.7823999999999,101.6473
219,TS_5_4,ribosome,460.1271,60.1066,60.093399999999995
220,TS_5_4,ribosome,480.3789,45.542500000000004,51.401599999999995
221,TS_5_4,ribosome,471.54359999999997,82.5374,80.2166
222,TS_5_4,ribosome,500.3275,78.2745,80.248
223,TS_5_4,ribosome,71.04589999999999,381.5845,140.5435
224,TS_5_4,ribosome,242.18519999999998,114.16369999999999,66.319
225,TS_5_4,ribosome,69.164,89.73830000000001,28.835
226,TS_5_4,ribosome,94.8219,215.52939999999998,37.213
227,TS_5_4,ribosome,191.0761,75.5539,105.22409999999999
228,TS_5_4,ribosome,161.0634,23.2123,106.846
229,TS_5_4,ribosome,421.7488,419.2518,94.18390000000001
230,TS_5_4,ribosome,472.51930000000004,409.0105,111.0456
231,TS_5_4,ribosome,254.5405,306.9551,111.9704
232,TS_5_4,ribosome,409.1497,215.9453,87.4047
233,TS_5_4,ribosome,398.6554,188.5673,74.4371
234,TS_5_4,ribosome,382.21439999999996,188.3156,100.0826
235,TS_5_4,ribosome,280.3199,270.11060000000003,33.609899999999996
236,TS_5_4,ribosome,318.9676,256.5629,30.6801
237,TS_5_4,ribosome,352.65189999999996,231.7862,105.9979
238,TS_5_4,ribosome,463.20910000000003,299.0234,24.413800000000002
239,TS_5_4,ribosome,462.0799,280.216,51.342999999999996
240,TS_5_4,ribosome,480.96729999999997,292.5589,73.0053
241,TS_5_4,ribosome,507.29089999999997,290.2993,76.3206
242,TS_5_4,ribosome,479.0666,251.7002,48.943599999999996
243,TS_5_4,ribosome,480.56329999999997,261.9184,87.4657
244,TS_5_4,ribosome,505.698,253.24349999999998,87.7002
245,TS_5_4,ribosome,339.7301,466.0778,130.92860000000002
246,TS_5_4,ribosome,284.3556,615.071,81.8754
247,TS_5_4,ribosome,419.53909999999996,396.1637,86.6076
248,TS_5_4,ribosome,414.2395,220.50300000000001,112.64000000000001
249,TS_5_4,ribosome,435.60209999999995,394.54540000000003,115.6437
250,TS_5_4,beta-amylase,541.7091,112.0574,56.752700000000004
251,TS_5_4,beta-amylase,434.0,122.0,36.5
252,TS_5_4,beta-amylase,490.8973,174.5891,27.9668
253,TS_5_4,beta-amylase,515.3199999999999,459.52,42.08
254,TS_5_4,beta-amylase,150.0,421.2222,101.6667
255,TS_5_4,beta-amylase,106.816,362.0736,103.31289999999998
256,TS_5_4,beta-amylase,102.51849999999999,215.3333,121.5556
257,TS_5_4,beta-amylase,175.0,264.875,88.125
258,TS_5_4,beta-amylase,260.9328,251.3109,113.1555
259,TS_5_4,beta-amylase,363.4655,322.66909999999996,128.0655
260,TS_5_4,thyroglobulin,452.7706,22.1468,27.9908
261,TS_5_4,thyroglobulin,545.8275,374.34180000000003,33.207499999999996
262,TS_5_4,thyroglobulin,508.62659999999994,537.8977,41.1051
263,TS_5_4,thyroglobulin,209.12420000000003,48.9208,43.3742
264,TS_5_4,thyroglobulin,433.86440000000005,182.2464,45.5595
265,TS_5_4,thyroglobulin,131.0154,451.3909,44.2042
266,TS_5_4,thyroglobulin,158.5642,332.60479999999995,51.748599999999996
267,TS_5_4,thyroglobulin,229.30970000000002,186.988,55.5296
268,TS_5_4,thyroglobulin,346.9929,375.349,78.2101
269,TS_5_4,thyroglobulin,243.95300000000003,319.98490000000004,79.7353
270,TS_5_4,thyroglobulin,308.82959999999997,234.95479999999998,83.911
271,TS_5_4,thyroglobulin,75.67859999999999,330.7765,92.3717
272,TS_5_4,thyroglobulin,309.56280000000004,584.3591,94.7596
273,TS_5_4,thyroglobulin,227.3228,149.29829999999998,94.9712
274,TS_5_4,thyroglobulin,512.1456000000001,546.8983000000001,100.5202
275,TS_5_4,thyroglobulin,47.439800000000005,309.1932,107.6289
276,TS_5_4,thyroglobulin,154.1559,580.8044,137.9853
277,TS_5_4,thyroglobulin,44.1346,226.66350000000003,83.5865
278,TS_5_4,thyroglobulin,87.375,208.6875,105.53119999999998
279,TS_5_4,thyroglobulin,240.5172,602.5,56.3966
280,TS_5_4,thyroglobulin,199.0,579.0,87.0
281,TS_5_4,thyroglobulin,308.7172,527.4276,70.0759
282,TS_5_4,thyroglobulin,291.78049999999996,395.8293,73.0732
283,TS_5_4,thyroglobulin,341.9647,283.0627,45.9333
284,TS_5_4,thyroglobulin,509.0,57.34779999999999,12.217400000000001
285,TS_5_4,thyroglobulin,217.5491,310.0549,45.2861
286,TS_5_4,thyroglobulin,233.50680000000003,495.7432,70.3716
287,TS_5_4,thyroglobulin,275.2287,576.0573999999999,88.1249
288,TS_5_4,thyroglobulin,261.3583,225.32080000000002,88.4042
289,TS_5_4,thyroglobulin,53.4129,166.6452,103.8
290,TS_5_4,beta-galactosidase,195.9181,70.1502,37.1229
291,TS_5_4,beta-galactosidase,213.5713,445.91949999999997,93.6655
292,TS_5_4,beta-galactosidase,344.9782,505.293,51.1041
293,TS_5_4,beta-galactosidase,462.3597,365.2095,116.16600000000001
294,TS_5_4,beta-galactosidase,139.0238,412.16670000000005,57.0595
295,TS_5_4,beta-galactosidase,131.7617,229.21280000000002,108.9064
296,TS_5_4,beta-galactosidase,354.0625,185.125,5.0
297,TS_5_4,beta-galactosidase,542.1650999999999,115.8868,56.330200000000005
298,TS_5_4,beta-galactosidase,513.2863,459.46580000000006,43.641000000000005
299,TS_5_4,beta-galactosidase,45.5241,283.8414,62.3402
300,TS_5_4,beta-galactosidase,76.6848,145.2913,70.0413
301,TS_5_4,beta-galactosidase,404.8927,522.0881,124.954
302,TS_5_4,apo-ferritin,46.8514,591.5906,60.416700000000006
303,TS_5_4,apo-ferritin,567.4694000000001,111.4354,56.5068
304,TS_5_4,apo-ferritin,574.4509,104.91720000000001,65.3712
305,TS_5_4,apo-ferritin,588.0769,112.53479999999999,57.955999999999996
306,TS_5_4,apo-ferritin,466.16670000000005,126.9497,81.0409
307,TS_5_4,apo-ferritin,459.34979999999996,119.5874,87.7982
308,TS_5_4,apo-ferritin,456.97349999999994,124.9967,73.5033
309,TS_5_4,apo-ferritin,452.47259999999994,135.9207,76.34450000000001
310,TS_5_4,apo-ferritin,107.2449,296.3265,38.4014
311,TS_5_4,apo-ferritin,106.8182,302.4848,51.5628
312,TS_5_4,apo-ferritin,99.5294,302.9412,40.7899
313,TS_5_4,apo-ferritin,96.9749,308.6695,55.795
314,TS_5_4,apo-ferritin,108.828,311.51599999999996,60.98
315,TS_5_4,apo-ferritin,113.0,313.0,79.5
316,TS_5_4,apo-ferritin,89.1818,297.7273,51.0606
317,TS_5_4,apo-ferritin,92.4121,321.07669999999996,73.6134
318,TS_5_4,apo-ferritin,166.3767,331.1767,105.17
319,TS_5_4,apo-ferritin,587.0268,513.1104,7.632099999999999
320,TS_5_4,apo-ferritin,480.7948,494.90299999999996,103.9478
321,TS_5_4,apo-ferritin,483.7967,504.93500000000006,103.00809999999998
322,TS_5_4,apo-ferritin,471.4452,506.4976,107.72380000000001
323,TS_5_4,apo-ferritin,506.245,508.29470000000003,120.5927
324,TS_5_4,apo-ferritin,482.93919999999997,447.3384,20.8707
325,TS_5_4,apo-ferritin,368.4954,453.79200000000003,63.923500000000004
326,TS_5_4,apo-ferritin,373.8736,412.49440000000004,118.2974
327,TS_5_4,apo-ferritin,268.213,363.0154,64.2963
328,TS_5_4,apo-ferritin,280.1725,163.04149999999998,20.447300000000002
329,TS_5_4,apo-ferritin,250.41199999999998,231.18519999999998,26.7454
330,TS_5_4,apo-ferritin,249.9282,219.7394,29.898899999999998
331,TS_5_4,apo-ferritin,262.6828,229.5534,25.433699999999998
332,TS_5_4,apo-ferritin,255.2162,271.1815,41.6023
333,TS_5_4,apo-ferritin,60.9824,442.14790000000005,67.838
334,TS_5_4,apo-ferritin,52.1952,427.5286,65.0429
335,TS_5_4,apo-ferritin,61.2529,427.1092,49.4828
336,TS_5_4,apo-ferritin,465.721,513.0872999999999,98.9265
337,TS_5_4,apo-ferritin,115.19179999999999,321.07399999999996,69.6075
338,TS_5_4,apo-ferritin,103.84939999999999,320.1114,69.56620000000001
339,TS_5_4,apo-ferritin,105.984,317.2472,83.6249
340,TS_5_4,apo-ferritin,106.68530000000001,320.74920000000003,58.5938
341,TS_5_4,apo-ferritin,234.0306,228.3227,34.542899999999996
342,TS_5_4,apo-ferritin,234.9924,232.9502,48.5604
343,TS_5_4,apo-ferritin,377.9642,419.80100000000004,129.6612
344,TS_5_4,apo-ferritin,61.179700000000004,439.3753,51.564099999999996
345,TS_5_4,apo-ferritin,55.76649999999999,436.79889999999995,60.575300000000006
346,TS_5_4,apo-ferritin,571.5014,499.82160000000005,11.5143
347,TS_5_4,apo-ferritin,574.8253,511.58459999999997,10.8033
348,TS_86_3,virus-like-particle,15.4098,454.2461,67.1862
349,TS_86_3,virus-like-particle,516.2937,625.0567,78.3617
350,TS_86_3,virus-like-particle,547.8421999999999,566.0856,100.18780000000001
351,TS_86_3,virus-like-particle,602.4374,581.6326,63.05890000000001
352,TS_86_3,virus-like-particle,567.0599,386.1008,45.441199999999995
353,TS_86_3,virus-like-particle,609.7154,336.5906,61.5748
354,TS_86_3,virus-like-particle,562.3064999999999,276.9741,43.2341
355,TS_86_3,virus-like-particle,389.5295,474.3936,72.42920000000001
356,TS_86_3,virus-like-particle,392.1092,415.87,97.22670000000001
357,TS_86_3,virus-like-particle,272.05859999999996,484.09669999999994,105.72970000000001
358,TS_86_3,virus-like-particle,98.4028,88.1454,77.0454
359,TS_86_3,virus-like-particle,79.62530000000001,123.29220000000001,95.65090000000001
360,TS_86_3,virus-like-particle,121.27360000000002,39.6454,91.384
361,TS_86_3,virus-like-particle,123.46369999999999,141.669,75.8009
362,TS_86_3,virus-like-particle,71.32430000000001,330.07550000000003,72.92999999999999
363,TS_86_3,virus-like-particle,44.978699999999996,334.8949,93.6699
364,TS_86_3,virus-like-particle,102.46379999999999,298.31,64.9246
365,TS_86_3,virus-like-particle,64.03150000000001,222.13809999999998,86.8266
366,TS_86_3,virus-like-particle,344.3658,85.8443,60.967600000000004
367,TS_86_3,virus-like-particle,273.3056,38.7938,93.54310000000001
368,TS_86_3,virus-like-particle,399.3256,18.5537,62.5067
369,TS_86_3,virus-like-particle,289.1009,171.7577,75.5086
370,TS_86_3,virus-like-particle,278.5126,236.11860000000001,100.8411
371,TS_86_3,virus-like-particle,463.8201,184.4865,49.1223
372,TS_86_3,virus-like-particle,468.3103,154.6998,89.9626
373,TS_86_3,virus-like-particle,356.317,265.0076,66.0386
374,TS_86_3,virus-like-particle,399.4606,279.75329999999997,83.9291
375,TS_86_3,virus-like-particle,382.9926,212.9623,85.9549
376,TS_86_3,virus-like-particle,190.50619999999998,217.23809999999997,97.8064
377,TS_86_3,ribosome,466.2299,590.7257999999999,94.5084
378,TS_86_3,ribosome,450.4116,575.8297,110.21579999999999
379,TS_86_3,ribosome,446.2021,620.7162000000001,99.9208
380,TS_86_3,ribosome,477.7299,615.6435,106.38489999999999
381,TS_86_3,ribosome,466.6205,521.5513,74.7842
382,TS_86_3,ribosome,443.8999,493.53999999999996,78.827
383,TS_86_3,ribosome,525.2162000000001,429.55730000000005,84.9171
384,TS_86_3,ribosome,568.9451,432.11019999999996,89.3643
385,TS_86_3,ribosome,609.5703000000001,421.8054,56.0215
386,TS_86_3,ribosome,479.88950000000006,442.767,64.416
387,TS_86_3,ribosome,479.0113,416.27889999999996,70.8444
388,TS_86_3,ribosome,432.726,459.4434,56.292899999999996
389,TS_86_3,ribosome,453.02299999999997,436.2667,50.706599999999995
390,TS_86_3,ribosome,468.53779999999995,474.4749,74.7362
391,TS_86_3,ribosome,454.6785,460.3197,100.0327
392,TS_86_3,ribosome,581.5688,591.0474,111.2865
393,TS_86_3,ribosome,355.84630000000004,211.3569,117.9779
394,TS_86_3,ribosome,202.4391,306.3731,96.89320000000001
395,TS_86_3,ribosome,191.7914,290.5379,117.4505
396,TS_86_3,ribosome,164.9253,289.33820000000003,110.0787
397,TS_86_3,ribosome,166.5413,318.1988,108.3413
398,TS_86_3,ribosome,156.3059,602.2909999999999,50.4966
399,TS_86_3,ribosome,121.79,397.2649,108.67190000000001
400,TS_86_3,ribosome,135.2382,435.61220000000003,75.1612
401,TS_86_3,ribosome,121.3789,428.0218,105.0137
402,TS_86_3,ribosome,144.4336,466.30219999999997,104.9317
403,TS_86_3,ribosome,197.4574,464.5358,122.7115
404,TS_86_3,ribosome,176.43099999999998,435.796,108.2894
405,TS_86_3,ribosome,167.78019999999998,468.2915,72.872
406,TS_86_3,ribosome,61.524800000000006,588.4541,96.14869999999999
407,TS_86_3,ribosome,25.3933,584.5176,59.678399999999996
408,TS_86_3,ribosome,23.8655,519.8089,117.5451
409,TS_86_3,ribosome,57.125,491.8854,101.9915
410,TS_86_3,ribosome,53.633799999999994,519.9648,102.5404
411,TS_86_3,ribosome,55.946299999999994,448.04269999999997,111.43710000000002
412,TS_86_3,ribosome,42.0204,423.84790000000004,114.70239999999998
413,TS_86_3,ribosome,9.2928,429.86220000000003,108.9994
414,TS_86_3,ribosome,502.0213,424.48720000000003,79.1973
415,TS_86_3,ribosome,145.2097,511.21099999999996,102.2865
416,TS_86_3,ribosome,443.8741,492.07070000000004,51.564099999999996
417,TS_86_3,ribosome,451.84489999999994,493.7775,103.6288
418,TS_86_3,ribosome,456.5882,434.8095,77.5964
419,TS_86_3,ribosome,557.2189000000001,412.55150000000003,78.5977
420,TS_86_3,ribosome,581.8377,448.0871,85.6064
